ad_output_id,keyword,confidence_score,category,location,impressions,clicks,ctr
e7fb3226-e327-4e86-b8f2-22de0c2a61d2,black tank top,0.88,object,middle-center,1601,69,0.0431
e7fb3226-e327-4e86-b8f2-22de0c2a61d2,hat,0.85,object,top-center,1601,69,0.0431
1cd00f4f-c37f-4524-8242-6e43e07d1224,young boy,0.95,object,middle-center,995,30,0.0302
1cd00f4f-c37f-4524-8242-6e43e07d1224,track suit,0.9,object,middle-center,995,30,0.0302
1cd00f4f-c37f-4524-8242-6e43e07d1224,jumping,0.85,emotion,middle-center,995,30,0.0302
1cd00f4f-c37f-4524-8242-6e43e07d1224,vibrant orange background,0.88,background,unknown,995,30,0.0302
d64163c5-710e-4ba4-82ce-10c66fe1ca68,women,0.95,object,middle-center,759,19,0.025
d64163c5-710e-4ba4-82ce-10c66fe1ca68,gym,0.9,background,unknown,759,19,0.025
d64163c5-710e-4ba4-82ce-10c66fe1ca68,fitness,0.88,emotion,unknown,759,19,0.025
d64163c5-710e-4ba4-82ce-10c66fe1ca68,window,0.85,object,top-center,759,19,0.025
d64163c5-710e-4ba4-82ce-10c66fe1ca68,sneakers,0.8,object,bottom-center,759,19,0.025
c28af237-0308-4b9c-a7e8-d15222fdad28,sneakers,0.95,object,middle-center,467,9,0.0193
c28af237-0308-4b9c-a7e8-d15222fdad28,price tag,0.85,object,bottom-left,467,9,0.0193
c28af237-0308-4b9c-a7e8-d15222fdad28,background,0.9,background,unknown,467,9,0.0193
df6ede90-74d8-4303-af19-802b8daeb90c,woman,0.9,object,middle-center,552,10,0.0181
df6ede90-74d8-4303-af19-802b8daeb90c,cobblestone street,0.85,background,bottom-center,552,10,0.0181
df6ede90-74d8-4303-af19-802b8daeb90c,trees,0.75,background,middle-left,552,10,0.0181
df6ede90-74d8-4303-af19-802b8daeb90c,cars,0.8,object,bottom-left,552,10,0.0181
df6ede90-74d8-4303-af19-802b8daeb90c,movement,0.9,emotion,unknown,552,10,0.0181
d77b336a-1f48-4191-82f7-10a1de9a84e8,shoe,0.95,object,middle-center,855,26,0.0304
d77b336a-1f48-4191-82f7-10a1de9a84e8,logo,0.93,object,bottom-right,855,26,0.0304
d77b336a-1f48-4191-82f7-10a1de9a84e8,centered composition,0.9,emotion,middle-center,855,26,0.0304
c8456a9a-a79a-4977-9aa6-4836fd9d0b1f,young man,0.95,object,middle-center,649,10,0.0154
c8456a9a-a79a-4977-9aa6-4836fd9d0b1f,grey sweatshirt,0.9,object,middle-center,649,10,0.0154
c8456a9a-a79a-4977-9aa6-4836fd9d0b1f,red background,0.93,background,unknown,649,10,0.0154
c8456a9a-a79a-4977-9aa6-4836fd9d0b1f,energy and movement,0.88,emotion,unknown,649,10,0.0154
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,athletic clothing,0.95,object,middle-center,648,15,0.0231
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,sports shoes,0.98,object,top-center,648,15,0.0231
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,backpacks and handbags,0.9,object,top-left,648,15,0.0231
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,water bottle,0.85,object,bottom-left,648,15,0.0231
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,sports bra,0.87,object,bottom-center,648,15,0.0231
16688e95-13a9-40fc-8bfc-a4e37fc13ceb,sports bag,0.8,object,bottom-right,648,15,0.0231
d46d91c2-93ec-46bc-b1b0-aff2c831cfa5,shoe,0.95,object,middle-center,490,9,0.0184
d46d91c2-93ec-46bc-b1b0-aff2c831cfa5,swoosh logo,0.9,object,middle-right,490,9,0.0184
d46d91c2-93ec-46bc-b1b0-aff2c831cfa5,color scheme,0.85,background,unknown,490,9,0.0184
a2727dba-5556-4e30-8d6c-c0c762d0d2e6,sneakers,0.98,object,middle-center,531,5,0.0094
a2727dba-5556-4e30-8d6c-c0c762d0d2e6,pink background,0.95,background,unknown,531,5,0.0094
a2727dba-5556-4e30-8d6c-c0c762d0d2e6,minimalistic design,0.9,emotion,unknown,531,5,0.0094
7f1b9cc0-2dee-4d17-9a25-854f7eea2099,young man,0.95,object,middle-center,663,13,0.0196
7f1b9cc0-2dee-4d17-9a25-854f7eea2099,convertible car,0.98,object,middle-center,663,13,0.0196
7f1b9cc0-2dee-4d17-9a25-854f7eea2099,enjoyment,0.9,emotion,unknown,663,13,0.0196
7f1b9cc0-2dee-4d17-9a25-854f7eea2099,street,0.85,background,unknown,663,13,0.0196
d92c9bf1-3778-4c4d-be1d-692bde2f64ce,sneaker,0.95,object,middle-center,657,11,0.0167
d92c9bf1-3778-4c4d-be1d-692bde2f64ce,blue sole,0.9,object,middle-center,657,11,0.0167
d92c9bf1-3778-4c4d-be1d-692bde2f64ce,white background,0.85,background,unknown,657,11,0.0167
d92c9bf1-3778-4c4d-be1d-692bde2f64ce,blue swoosh logo,0.88,object,middle-left,657,11,0.0167
cf280006-3c13-4022-ab4c-605fe666b670,white sneakers,0.95,object,middle-center,814,19,0.0233
cf280006-3c13-4022-ab4c-605fe666b670,black sole,0.9,object,bottom-center,814,19,0.0233
cf280006-3c13-4022-ab4c-605fe666b670,white background,0.85,background,unknown,814,19,0.0233
bd92f955-2988-4869-9593-3e273f47dbd6,young woman,0.95,object,middle-center,637,14,0.022
bd92f955-2988-4869-9593-3e273f47dbd6,grey sweat suit,0.9,object,middle-center,637,14,0.022
bd92f955-2988-4869-9593-3e273f47dbd6,studio room,0.85,background,unknown,637,14,0.022
bd92f955-2988-4869-9593-3e273f47dbd6,athletic wear,0.88,emotion,unknown,637,14,0.022
89826edb-298b-4e9b-ab97-237b635fe466,woman,0.95,object,middle-center,761,26,0.0342
89826edb-298b-4e9b-ab97-237b635fe466,black tank top,0.9,object,middle-center,761,26,0.0342
89826edb-298b-4e9b-ab97-237b635fe466,black pants,0.9,object,middle-center,761,26,0.0342
89826edb-298b-4e9b-ab97-237b635fe466,gray background,0.85,background,unknown,761,26,0.0342
89826edb-298b-4e9b-ab97-237b635fe466,confidence,0.8,emotion,unknown,761,26,0.0342
7767a380-75ec-4a71-96cd-a205f1a61f3a,shoes,0.95,object,middle-center,627,16,0.0255
7767a380-75ec-4a71-96cd-a205f1a61f3a,circular pattern,0.85,object,middle-center,627,16,0.0255
7767a380-75ec-4a71-96cd-a205f1a61f3a,vibrant colors,0.9,emotion,unknown,627,16,0.0255
7767a380-75ec-4a71-96cd-a205f1a61f3a,balance,0.8,emotion,unknown,627,16,0.0255
b58ba8da-fba8-400a-969c-0bb1c46e7d61,Nike shoes,0.95,object,middle-center,454,5,0.011
b58ba8da-fba8-400a-969c-0bb1c46e7d61,black shoe,0.9,object,middle-left,454,5,0.011
b58ba8da-fba8-400a-969c-0bb1c46e7d61,white shoe,0.9,object,middle-right,454,5,0.011
b58ba8da-fba8-400a-969c-0bb1c46e7d61,white background,0.85,background,unknown,454,5,0.011
69055c44-2b45-4424-a9cb-6120f61a0eb4,young man,0.95,object,middle-center,1529,48,0.0314
69055c44-2b45-4424-a9cb-6120f61a0eb4,black shirt,0.9,object,middle-center,1529,48,0.0314
69055c44-2b45-4424-a9cb-6120f61a0eb4,soccer shoes,0.93,object,middle-center,1529,48,0.0314
69055c44-2b45-4424-a9cb-6120f61a0eb4,smiling,0.85,emotion,middle-center,1529,48,0.0314
69055c44-2b45-4424-a9cb-6120f61a0eb4,enthusiasm,0.88,emotion,middle-center,1529,48,0.0314
7176b051-312c-4a9a-a892-c991c4baf404,Nike shoes,0.95,object,middle-center,762,15,0.0197
7176b051-312c-4a9a-a892-c991c4baf404,Vomero 17,0.9,object,middle-center,762,15,0.0197
7176b051-312c-4a9a-a892-c991c4baf404,white background,0.85,background,unknown,762,15,0.0197
7176b051-312c-4a9a-a892-c991c4baf404,green and blue accents,0.8,object,middle-center,762,15,0.0197
7176b051-312c-4a9a-a892-c991c4baf404,swoosh logo,0.95,object,middle-right,762,15,0.0197
702b21c0-dd8c-43fe-8e4b-04a883f82e3d,woman,0.95,object,middle-center,1128,39,0.0346
702b21c0-dd8c-43fe-8e4b-04a883f82e3d,black shirt,0.9,object,middle-center,1128,39,0.0346
702b21c0-dd8c-43fe-8e4b-04a883f82e3d,black dress,0.9,object,middle-center,1128,39,0.0346
702b21c0-dd8c-43fe-8e4b-04a883f82e3d,pose,0.85,emotion,middle-center,1128,39,0.0346
702b21c0-dd8c-43fe-8e4b-04a883f82e3d,composition,0.8,background,unknown,1128,39,0.0346
b10585a7-c55b-4ac5-bc07-d4601012fc97,basketball uniform,0.95,object,middle-center,788,19,0.0241
b10585a7-c55b-4ac5-bc07-d4601012fc97,basketball,0.9,object,middle-center,788,19,0.0241
b10585a7-c55b-4ac5-bc07-d4601012fc97,basketball court,0.85,background,unknown,788,19,0.0241
b10585a7-c55b-4ac5-bc07-d4601012fc97,athleticism,0.92,emotion,unknown,788,19,0.0241
b10585a7-c55b-4ac5-bc07-d4601012fc97,blue headband,0.8,object,top-center,788,19,0.0241
4a2b7ab2-1944-4e85-8739-a7a0a98074a0,Nike shoes,0.95,object,bottom-center,1246,62,0.0498
4a2b7ab2-1944-4e85-8739-a7a0a98074a0,red pants,0.9,object,middle-center,1246,62,0.0498
4a2b7ab2-1944-4e85-8739-a7a0a98074a0,white surface,0.85,background,bottom-center,1246,62,0.0498
3d73d64e-01ff-425e-a8a8-a9f539a27b23,man,0.8,object,middle-center,633,12,0.019
3d73d64e-01ff-425e-a8a8-a9f539a27b23,background,0.85,background,unknown,633,12,0.019
3d73d64e-01ff-425e-a8a8-a9f539a27b23,staircase,0.7,object,top-left,633,12,0.019
3d73d64e-01ff-425e-a8a8-a9f539a27b23,sneakers,0.9,object,middle-center,633,12,0.019
1dd4cc4a-ad2a-4860-8048-436db89aca15,sneakers,0.95,object,middle-center,502,7,0.0139
1dd4cc4a-ad2a-4860-8048-436db89aca15,white background,0.9,background,unknown,502,7,0.0139
1dd4cc4a-ad2a-4860-8048-436db89aca15,motion,0.85,emotion,unknown,502,7,0.0139
e296ed03-f424-40fd-b8a1-e64d9ced6fc8,sneakers,0.95,object,middle-center,616,11,0.0179
e296ed03-f424-40fd-b8a1-e64d9ced6fc8,Nike,0.9,object,middle-center,616,11,0.0179
e296ed03-f424-40fd-b8a1-e64d9ced6fc8,price tag,0.85,object,middle-right,616,11,0.0179
e296ed03-f424-40fd-b8a1-e64d9ced6fc8,white background,0.9,background,unknown,616,11,0.0179
d0e2b546-20d1-4900-854a-2c9184220a86,young man,0.95,object,middle-center,457,12,0.0263
d0e2b546-20d1-4900-854a-2c9184220a86,Nike Air Force,0.9,object,unknown,457,12,0.0263
d0e2b546-20d1-4900-854a-2c9184220a86,black and white color scheme,0.85,background,middle-left,457,12,0.0263
d0e2b546-20d1-4900-854a-2c9184220a86,sneakers,0.88,object,middle-right,457,12,0.0263
ea592adf-377e-4c79-a509-21c828e22008,young man,0.95,object,middle-center,426,7,0.0164
ea592adf-377e-4c79-a509-21c828e22008,basketball,0.98,object,top-left,426,7,0.0164
ea592adf-377e-4c79-a509-21c828e22008,blue wall,0.85,background,unknown,426,7,0.0164
ea592adf-377e-4c79-a509-21c828e22008,dynamic action,0.9,emotion,unknown,426,7,0.0164
b04b0f49-437d-4ba9-ac41-3d0d4db1b9e3,Nike shoe,0.95,object,middle-center,587,12,0.0204
b04b0f49-437d-4ba9-ac41-3d0d4db1b9e3,blue surface,0.9,background,bottom-center,587,12,0.0204
b04b0f49-437d-4ba9-ac41-3d0d4db1b9e3,white sole,0.85,object,middle-right,587,12,0.0204
b04b0f49-437d-4ba9-ac41-3d0d4db1b9e3,lacing,0.8,object,middle-left,587,12,0.0204
63a5b4e4-ac2c-46ee-9707-a03248590fe0,Nike shoe,0.95,object,middle-center,535,8,0.015
63a5b4e4-ac2c-46ee-9707-a03248590fe0,black swoosh logo,0.9,object,middle-left,535,8,0.015
63a5b4e4-ac2c-46ee-9707-a03248590fe0,white background,0.85,background,unknown,535,8,0.015
e968c504-0348-4fdc-8382-ec8b4e55937e,Nike Air Force 1 shoes,0.95,object,middle-center,654,14,0.0214
e968c504-0348-4fdc-8382-ec8b4e55937e,white surface,0.9,background,unknown,654,14,0.0214
6d70d6a4-d201-48fd-858e-52add01d844e,man,0.9,object,middle-center,989,33,0.0334
6d70d6a4-d201-48fd-858e-52add01d844e,yellow shirt,0.95,object,middle-center,989,33,0.0334
6d70d6a4-d201-48fd-858e-52add01d844e,hat,0.85,object,middle-center,989,33,0.0334
6d70d6a4-d201-48fd-858e-52add01d844e,white wall,0.9,background,middle-center,989,33,0.0334
6d70d6a4-d201-48fd-858e-52add01d844e,square format,0.8,other,unknown,989,33,0.0334
1df7a884-e0d6-4336-82f8-292153d2e30a,Nike shoes,0.95,object,middle-center,1336,51,0.0382
1df7a884-e0d6-4336-82f8-292153d2e30a,man,0.9,object,middle-center,1336,51,0.0382
1df7a884-e0d6-4336-82f8-292153d2e30a,white surface,0.85,background,bottom-center,1336,51,0.0382
2bb96e31-47ae-4794-94c9-b702bf3e0050,young man,0.95,object,middle-center,801,24,0.03
2bb96e31-47ae-4794-94c9-b702bf3e0050,Nike Air Force 1 shoes,0.9,object,middle-center,801,24,0.03
2bb96e31-47ae-4794-94c9-b702bf3e0050,wall,0.85,background,unknown,801,24,0.03
38b1da12-b60b-41c0-a585-d332c963c528,green shoes,0.9,object,middle-center,1561,73,0.0468
38b1da12-b60b-41c0-a585-d332c963c528,grey sweatpants,0.85,object,middle-center,1561,73,0.0468
38b1da12-b60b-41c0-a585-d332c963c528,motorcycle,0.95,object,middle-center,1561,73,0.0468
38b1da12-b60b-41c0-a585-d332c963c528,casual posture,0.8,emotion,middle-center,1561,73,0.0468
ca819e5f-9b2b-473f-8a2a-890455da67ec,woman,0.95,object,middle-center,1102,20,0.0181
ca819e5f-9b2b-473f-8a2a-890455da67ec,background,0.9,background,unknown,1102,20,0.0181
ca819e5f-9b2b-473f-8a2a-890455da67ec,smile,0.85,emotion,middle-center,1102,20,0.0181
ca819e5f-9b2b-473f-8a2a-890455da67ec,confidence,0.88,emotion,middle-center,1102,20,0.0181
48cb6127-79f8-4fb6-aa3e-0a00950eb0fc,young girl,0.95,object,middle-center,1069,38,0.0355
48cb6127-79f8-4fb6-aa3e-0a00950eb0fc,Nike shirt,0.9,object,middle-center,1069,38,0.0355
48cb6127-79f8-4fb6-aa3e-0a00950eb0fc,red and white Nike shoes,0.92,object,middle-center,1069,38,0.0355
48cb6127-79f8-4fb6-aa3e-0a00950eb0fc,red chair,0.93,object,bottom-left,1069,38,0.0355
48cb6127-79f8-4fb6-aa3e-0a00950eb0fc,relaxed position,0.88,emotion,middle-center,1069,38,0.0355
3fa1a04e-91d9-4eff-8d9a-5d2f18f619aa,woman,0.95,object,middle-center,806,22,0.0273
3fa1a04e-91d9-4eff-8d9a-5d2f18f619aa,Nike Air Max shoes,0.98,object,middle-center,806,22,0.0273
3fa1a04e-91d9-4eff-8d9a-5d2f18f619aa,style,0.9,emotion,unknown,806,22,0.0273
4e7e0964-743f-40d1-ab20-d765a612b417,Nike Air Max shoe,0.95,object,middle-center,884,22,0.0249
4e7e0964-743f-40d1-ab20-d765a612b417,blue and white color scheme,0.9,color,top-center,884,22,0.0249
4e7e0964-743f-40d1-ab20-d765a612b417,air cushioning technology,0.85,object,bottom-right,884,22,0.0249
d40bd3b9-a7c9-4cd2-ae3d-5b4415ba639a,Nike shoes,0.9,object,middle-center,499,7,0.014
d40bd3b9-a7c9-4cd2-ae3d-5b4415ba639a,red background,0.85,background,unknown,499,7,0.014
d40bd3b9-a7c9-4cd2-ae3d-5b4415ba639a,Nike swoosh,0.8,object,middle-right,499,7,0.014
bd2d9cdd-238e-4dd7-96b9-0247e8cb16ce,Nike shoe,0.95,object,middle-center,863,22,0.0255
bd2d9cdd-238e-4dd7-96b9-0247e8cb16ce,black and white sole,0.9,object,middle-center,863,22,0.0255
bd2d9cdd-238e-4dd7-96b9-0247e8cb16ce,close-up,0.85,visual style,unknown,863,22,0.0255
f2362471-5922-4a02-91ae-8d41e941a30c,Nike shoes,0.95,object,middle-center,796,16,0.0201
f2362471-5922-4a02-91ae-8d41e941a30c,sidewalk,0.85,background,bottom-center,796,16,0.0201
f2362471-5922-4a02-91ae-8d41e941a30c,close-up,0.9,emotion,unknown,796,16,0.0201
483d837c-1ee0-49ab-b4dc-d652688f3b01,Nike brand,0.9,object,middle-center,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,new model of sneakers,0.85,object,middle-center,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,cushioning system,0.8,object,middle-center,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,black and white color scheme,0.95,background,middle-center,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,blue and red sole,0.9,object,bottom-center,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,elegance,0.85,emotion,unknown,864,25,0.0289
483d837c-1ee0-49ab-b4dc-d652688f3b01,performance and style,0.88,emotion,unknown,864,25,0.0289
a2941c6a-6eb3-42b3-ac4f-5e63e04b39d3,Nike sneakers,0.95,object,bottom-center,877,26,0.0296
a2941c6a-6eb3-42b3-ac4f-5e63e04b39d3,black jacket,0.85,object,top-center,877,26,0.0296
a2941c6a-6eb3-42b3-ac4f-5e63e04b39d3,close-up,0.75,background,unknown,877,26,0.0296
e914ff49-2110-421d-ba05-bf0d864ef76b,Nike Force 1 sneakers,0.95,object,middle-center,442,5,0.0113
e914ff49-2110-421d-ba05-bf0d864ef76b,concrete surface,0.9,background,unknown,442,5,0.0113
e914ff49-2110-421d-ba05-bf0d864ef76b,clean composition,0.85,emotion,unknown,442,5,0.0113
e914ff49-2110-421d-ba05-bf0d864ef76b,grey swoosh,0.8,object,unknown,442,5,0.0113
1e79a4c5-03c0-4eab-ab2f-b45392192857,Nike shoes,0.95,object,middle-center,444,6,0.0135
1e79a4c5-03c0-4eab-ab2f-b45392192857,brown surface,0.85,background,unknown,444,6,0.0135
1e79a4c5-03c0-4eab-ab2f-b45392192857,contrast,0.9,emotion,unknown,444,6,0.0135
1e79a4c5-03c0-4eab-ab2f-b45392192857,comfort,0.8,emotion,unknown,444,6,0.0135
9ec0b13b-da49-4867-8dc5-39847e9f0389,Nike shoes,0.95,object,middle-center,953,26,0.0273
9ec0b13b-da49-4867-8dc5-39847e9f0389,white surface,0.9,background,bottom-center,953,26,0.0273
9ec0b13b-da49-4867-8dc5-39847e9f0389,man,0.92,object,middle-center,953,26,0.0273
9ec0b13b-da49-4867-8dc5-39847e9f0389,color scheme,0.89,emotion,unknown,953,26,0.0273
3dfbc92b-f459-4717-a9ae-4726b84e9f82,sneaker,0.95,object,middle-center,1292,44,0.0341
3dfbc92b-f459-4717-a9ae-4726b84e9f82,word 'bored',0.9,text,bottom-center,1292,44,0.0341
2bf6b51b-a6c7-481b-aab2-c789b4c3836b,young child,0.95,object,middle-center,650,13,0.02
2bf6b51b-a6c7-481b-aab2-c789b4c3836b,Nike sweat suit,0.9,object,middle-center,650,13,0.02
2bf6b51b-a6c7-481b-aab2-c789b4c3836b,smiling,0.85,emotion,unknown,650,13,0.02
2bf6b51b-a6c7-481b-aab2-c789b4c3836b,brightly lit room,0.8,background,unknown,650,13,0.02
6a241627-d400-4dc5-abda-fb96b89bb650,young woman,0.95,object,middle-center,1365,49,0.0359
6a241627-d400-4dc5-abda-fb96b89bb650,yellow tank top,0.9,object,middle-center,1365,49,0.0359
6a241627-d400-4dc5-abda-fb96b89bb650,green socks,0.85,object,bottom-center,1365,49,0.0359
6a241627-d400-4dc5-abda-fb96b89bb650,bench,0.8,background,middle-center,1365,49,0.0359
6a241627-d400-4dc5-abda-fb96b89bb650,necklace,0.75,object,middle-center,1365,49,0.0359
c99abb17-6fcb-483e-a8ae-e601b50ca3de,man,0.95,object,middle-center,1089,33,0.0303
c99abb17-6fcb-483e-a8ae-e601b50ca3de,determination,0.9,emotion,middle-center,1089,33,0.0303
c99abb17-6fcb-483e-a8ae-e601b50ca3de,street,0.85,background,bottom-center,1089,33,0.0303
c99abb17-6fcb-483e-a8ae-e601b50ca3de,chairs,0.8,object,bottom-left,1089,33,0.0303
c99abb17-6fcb-483e-a8ae-e601b50ca3de,handbag,0.75,object,middle-center,1089,33,0.0303
3a4f3bd5-d245-400e-8884-bc2953d25df6,athletic shoes,0.95,object,unknown,313,6,0.0192
3a4f3bd5-d245-400e-8884-bc2953d25df6,arrangement,0.9,object,unknown,313,6,0.0192
3a4f3bd5-d245-400e-8884-bc2953d25df6,visual appeal,0.85,emotion,unknown,313,6,0.0192
86e83203-a95e-4003-aeea-bdc93f832a49,woman,0.95,object,middle-center,835,20,0.024
86e83203-a95e-4003-aeea-bdc93f832a49,chair,0.8,object,middle-center,835,20,0.024
86e83203-a95e-4003-aeea-bdc93f832a49,atmosphere,0.85,emotion,unknown,835,20,0.024
52488193-b4b8-446f-afd8-26e957804dc7,Nike shoes,0.95,object,middle-center,832,16,0.0192
52488193-b4b8-446f-afd8-26e957804dc7,platform,0.85,object,bottom-center,832,16,0.0192
52488193-b4b8-446f-afd8-26e957804dc7,close-up,0.9,object,unknown,832,16,0.0192
2b9a193b-38fa-4389-8c6a-34112322f1a3,man,0.95,object,middle-center,565,10,0.0177
2b9a193b-38fa-4389-8c6a-34112322f1a3,shoe,0.9,object,top-left,565,10,0.0177
2b9a193b-38fa-4389-8c6a-34112322f1a3,jump,0.85,action,middle-center,565,10,0.0177
2b9a193b-38fa-4389-8c6a-34112322f1a3,athleticism,0.88,emotion,unknown,565,10,0.0177
2b9a193b-38fa-4389-8c6a-34112322f1a3,background,0.7,background,unknown,565,10,0.0177
2bf1a1d2-a082-42d5-aee3-b8a7a76d22c5,Nike Air Max 90,0.9,object,middle-center,796,17,0.0214
2bf1a1d2-a082-42d5-aee3-b8a7a76d22c5,skateboard,0.85,object,bottom-right,796,17,0.0214
2bf1a1d2-a082-42d5-aee3-b8a7a76d22c5,wooden platform,0.75,background,bottom-center,796,17,0.0214
2bf1a1d2-a082-42d5-aee3-b8a7a76d22c5,athletic lifestyle,0.8,emotion,top-center,796,17,0.0214
2bf1a1d2-a082-42d5-aee3-b8a7a76d22c5,movement,0.8,emotion,middle-right,796,17,0.0214
b93a1e4d-90f6-417f-beed-f9fe98942401,Nike Air Max 1 shoes,0.95,object,middle-center,631,8,0.0127
b93a1e4d-90f6-417f-beed-f9fe98942401,white surface,0.9,background,bottom-center,631,8,0.0127
b93a1e4d-90f6-417f-beed-f9fe98942401,swoosh logo,0.92,object,middle-left,631,8,0.0127
b93a1e4d-90f6-417f-beed-f9fe98942401,lacing system,0.85,object,middle-right,631,8,0.0127
f554a5a2-59c2-4f7e-978e-105c6f2b8464,young woman,0.95,object,middle-center,655,9,0.0137
f554a5a2-59c2-4f7e-978e-105c6f2b8464,tattoos,0.9,object,middle-left,655,9,0.0137
f554a5a2-59c2-4f7e-978e-105c6f2b8464,black tank top,0.85,object,middle-center,655,9,0.0137
f554a5a2-59c2-4f7e-978e-105c6f2b8464,black shorts,0.85,object,bottom-right,655,9,0.0137
f554a5a2-59c2-4f7e-978e-105c6f2b8464,bench,0.8,object,bottom-left,655,9,0.0137
f554a5a2-59c2-4f7e-978e-105c6f2b8464,relaxed posture,0.92,emotion,middle-center,655,9,0.0137
93ec99fa-e68c-4e8a-9a70-1b0520663926,sneakers,0.9,object,middle-center,471,7,0.0149
93ec99fa-e68c-4e8a-9a70-1b0520663926,white sole,0.85,object,middle-left,471,7,0.0149
93ec99fa-e68c-4e8a-9a70-1b0520663926,blue background,0.9,background,unknown,471,7,0.0149
cd37364e-0d18-4fb7-85c3-7f9b1e7108cb,Nike shoe,0.95,object,middle-center,460,11,0.0239
cd37364e-0d18-4fb7-85c3-7f9b1e7108cb,blue background,0.9,background,unknown,460,11,0.0239
cd37364e-0d18-4fb7-85c3-7f9b1e7108cb,white sole,0.85,object,unknown,460,11,0.0239
cd37364e-0d18-4fb7-85c3-7f9b1e7108cb,white laces,0.8,object,top-right,460,11,0.0239
d1c4a7b2-5e2e-4fc6-b64a-55229adc1c93,colorful sneakers,0.95,object,bottom-center,535,6,0.0112
d1c4a7b2-5e2e-4fc6-b64a-55229adc1c93,nike logo,0.9,object,bottom-center,535,6,0.0112
d1c4a7b2-5e2e-4fc6-b64a-55229adc1c93,skateboard platform,0.85,object,unknown,535,6,0.0112
d1c4a7b2-5e2e-4fc6-b64a-55229adc1c93,comfortable,0.8,emotion,unknown,535,6,0.0112
d1c4a7b2-5e2e-4fc6-b64a-55229adc1c93,visually appealing composition,0.9,emotion,unknown,535,6,0.0112
3b3d8242-f64a-495e-a5e8-409ea54bc63a,Nike sneaker,0.95,object,middle-center,1433,61,0.0426
3b3d8242-f64a-495e-a5e8-409ea54bc63a,pink background,0.9,background,middle-center,1433,61,0.0426
0b3dc886-b7c5-4476-ac15-56622aede78b,young man,0.95,object,middle-center,845,20,0.0237
0b3dc886-b7c5-4476-ac15-56622aede78b,blue jacket,0.9,object,middle-center,845,20,0.0237
0b3dc886-b7c5-4476-ac15-56622aede78b,tennis court,0.85,background,unknown,845,20,0.0237
0b3dc886-b7c5-4476-ac15-56622aede78b,casual atmosphere,0.88,emotion,unknown,845,20,0.0237
0b3dc886-b7c5-4476-ac15-56622aede78b,relaxed position,0.8,emotion,middle-center,845,20,0.0237
6e872601-c7d1-43a4-9757-122cc86c32ae,Nike Air Force sneakers,0.95,object,middle-center,680,13,0.0191
6e872601-c7d1-43a4-9757-122cc86c32ae,price tag,0.85,object,top-right,680,13,0.0191
72bd20ae-6dc0-45d8-ab02-3312fe1b9ef2,white shoe,0.95,object,middle-center,403,8,0.0199
72bd20ae-6dc0-45d8-ab02-3312fe1b9ef2,red stripe,0.9,object,middle-right,403,8,0.0199
72bd20ae-6dc0-45d8-ab02-3312fe1b9ef2,white background,0.85,background,unknown,403,8,0.0199
72bd20ae-6dc0-45d8-ab02-3312fe1b9ef2,lace,0.8,object,middle-left,403,8,0.0199
8b7cd6ec-700d-431e-a8fb-5fae8407b0a2,sneakers,0.95,object,middle-center,650,17,0.0262
8b7cd6ec-700d-431e-a8fb-5fae8407b0a2,background,0.9,background,unknown,650,17,0.0262
162367a6-f415-495f-a504-7678dff948d7,Shoe,0.95,object,middle-center,409,7,0.0171
162367a6-f415-495f-a504-7678dff948d7,Nike Logo,0.9,object,unknown,409,7,0.0171
162367a6-f415-495f-a504-7678dff948d7,Color Scheme,0.85,emotion,unknown,409,7,0.0171
162367a6-f415-495f-a504-7678dff948d7,Athletic Design,0.88,object,unknown,409,7,0.0171
3926d012-f4b4-4103-b604-42c12c000445,shoe,0.95,object,middle-center,606,14,0.0231
3926d012-f4b4-4103-b604-42c12c000445,Nike,0.9,brand,unknown,606,14,0.0231
3926d012-f4b4-4103-b604-42c12c000445,yellow sole,0.85,object feature,middle-center,606,14,0.0231
3926d012-f4b4-4103-b604-42c12c000445,background,0.8,background,unknown,606,14,0.0231
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,sportswear,0.95,object,middle-center,656,15,0.0229
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,athletic footwear,0.92,object,middle-center,656,15,0.0229
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,functionality,0.85,emotion,unknown,656,15,0.0229
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,comfort,0.88,emotion,unknown,656,15,0.0229
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,arrangement,0.9,object,middle-center,656,15,0.0229
d66dc9e7-01da-4bc9-aa5a-d52deb7c213e,colors,0.94,background,unknown,656,15,0.0229
4d8cd3dd-e14f-4620-af49-d1938d89aa2a,Nike Air Max shoes,0.95,object,middle-center,639,13,0.0203
